,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.2,10,mean,observed,CS,ROPE,0.2,False,False,True,LS,-16.056,0.204,-0.284,0.22
0,0.2,10,mean,observed,CS,ROPE,0.2,False,False,False,LT,-0.917,0.072,-0.146,0.21
1,0.2,10,mean,observed,CS,ROPE,0.2,False,False,False,ID,-2.426,0.094,-0.329,0.224
2,0.2,10,mean,observed,CS,ROPE,0.2,False,False,False,LS,-0.879,0.072,-0.198,0.212
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,True,True,LT,-22.848,0.242,-1.736,0.326
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,True,True,ID,-23.252,0.248,-1.87,0.326
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,True,True,LS,-23.6,0.245,-1.802,0.33
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,True,False,LT,-22.848,0.242,-1.736,0.326
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,True,False,ID,-23.252,0.248,-1.87,0.326
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,True,False,LS,-23.6,0.245,-1.802,0.33
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,False,True,LT,-22.848,0.242,-1.736,0.326
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,False,True,ID,-23.252,0.248,-1.87,0.326
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,False,True,LS,-23.6,0.245,-1.802,0.33
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,False,False,LT,-22.848,0.242,-1.736,0.326
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,False,False,ID,-23.252,0.248,-1.87,0.326
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,True,False,False,LS,-23.6,0.245,-1.802,0.33
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,True,True,LT,-26.09,0.26,-2.1,0.343
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,True,True,ID,-26.462,0.265,-2.309,0.347
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,True,True,LS,-26.715,0.263,-2.189,0.347
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,True,False,LT,-26.09,0.26,-2.1,0.343
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,True,False,ID,-26.462,0.265,-2.309,0.347
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,True,False,LS,-26.715,0.263,-2.189,0.347
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,False,True,LT,-26.09,0.26,-2.1,0.343
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,False,True,ID,-26.462,0.265,-2.309,0.347
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,False,True,LS,-26.715,0.263,-2.189,0.347
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,False,False,LT,-26.09,0.26,-2.1,0.343
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,False,False,ID,-26.462,0.265,-2.309,0.347
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.01,False,False,False,LS,-26.715,0.263,-2.189,0.347
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,True,True,LT,-16.691,0.214,0.224,0.176
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,True,True,ID,-15.502,0.211,0.262,0.171
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,True,True,LS,-16.554,0.213,0.21,0.176
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,True,False,LT,-16.691,0.214,0.224,0.176
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,True,False,ID,-15.502,0.211,0.262,0.171
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,True,False,LS,-16.554,0.213,0.21,0.176
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,False,True,LT,-16.691,0.214,0.224,0.176
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,False,True,ID,-15.502,0.211,0.262,0.171
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,False,True,LS,-16.554,0.213,0.21,0.176
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,False,False,LT,-16.691,0.214,0.224,0.176
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,False,False,ID,-15.502,0.211,0.262,0.171
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,True,False,False,LS,-16.554,0.213,0.21,0.176
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,True,True,LT,-16.939,0.215,0.052,0.194
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,True,True,ID,-16.019,0.216,0.088,0.189
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,True,True,LS,-16.792,0.214,0.047,0.195
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,True,False,LT,-16.939,0.215,0.052,0.194
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,True,False,ID,-16.019,0.216,0.088,0.189
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,True,False,LS,-16.792,0.214,0.047,0.195
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,False,True,LT,-16.939,0.215,0.052,0.194
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,False,True,ID,-16.019,0.216,0.088,0.189
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,False,True,LS,-16.792,0.214,0.047,0.195
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,False,False,LT,-16.939,0.215,0.052,0.194
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,False,False,ID,-16.019,0.216,0.088,0.189
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.07,False,False,False,LS,-16.792,0.214,0.047,0.195
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,True,True,LT,-15.414,0.207,0.678,0.105
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,True,True,ID,-12.057,0.184,0.85,0.074
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,True,True,LS,-15.268,0.204,0.698,0.1
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,True,False,LT,-15.414,0.207,0.678,0.105
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,True,False,ID,-12.057,0.184,0.85,0.074
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,True,False,LS,-15.268,0.204,0.698,0.1
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,False,True,LT,-15.414,0.207,0.678,0.105
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,False,True,ID,-12.057,0.184,0.85,0.074
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,False,True,LS,-15.268,0.204,0.698,0.1
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,False,False,LT,-15.414,0.207,0.678,0.105
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,False,False,ID,-12.057,0.184,0.85,0.074
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,True,False,False,LS,-15.268,0.204,0.698,0.1
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,True,True,LT,-15.158,0.204,0.588,0.123
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,True,True,ID,-11.925,0.183,0.73,0.104
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,True,True,LS,-14.956,0.201,0.605,0.12
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,True,False,LT,-15.158,0.204,0.588,0.123
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,True,False,ID,-11.925,0.183,0.73,0.104
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,True,False,LS,-14.956,0.201,0.605,0.12
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,False,True,LT,-15.158,0.204,0.588,0.123
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,False,True,ID,-11.925,0.183,0.73,0.104
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,False,True,LS,-14.956,0.201,0.605,0.12
0,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,False,False,LT,-15.158,0.204,0.588,0.123
1,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,False,False,ID,-11.925,0.183,0.73,0.104
2,0.2,10,mean,observed,FSlin,Gauss-Newton,0.2,False,False,False,LS,-14.956,0.201,0.605,0.12
0,0.2,10,mean,observed,FSlin,ROPE,0.01,True,True,True,LT,-11.878,0.178,-0.244,0.216
1,0.2,10,mean,observed,FSlin,ROPE,0.01,True,True,True,ID,-8.86,0.162,-0.168,0.206
2,0.2,10,mean,observed,FSlin,ROPE,0.01,True,True,True,LS,-11.264,0.172,-0.207,0.212
0,0.2,10,mean,observed,FSlin,ROPE,0.01,True,True,False,LT,-0.754,0.068,0.026,0.198
1,0.2,10,mean,observed,FSlin,ROPE,0.01,True,True,False,ID,-2.335,0.09,-0.164,0.203
2,0.2,10,mean,observed,FSlin,ROPE,0.01,True,True,False,LS,-0.706,0.068,0.014,0.2
0,0.2,10,mean,observed,FSlin,ROPE,0.01,True,False,True,LT,-12.094,0.18,-0.1,0.199
1,0.2,10,mean,observed,FSlin,ROPE,0.01,True,False,True,ID,-9.424,0.166,-0.035,0.196
2,0.2,10,mean,observed,FSlin,ROPE,0.01,True,False,True,LS,-11.242,0.175,-0.059,0.195
0,0.2,10,mean,observed,FSlin,ROPE,0.01,True,False,False,LT,-0.891,0.068,0.037,0.194
1,0.2,10,mean,observed,FSlin,ROPE,0.01,True,False,False,ID,-2.366,0.091,-0.1,0.2
2,0.2,10,mean,observed,FSlin,ROPE,0.01,True,False,False,LS,-0.844,0.067,0.02,0.195
0,0.2,10,mean,observed,FSlin,ROPE,0.01,False,True,True,LT,-8.162,0.15,-0.018,0.2
1,0.2,10,mean,observed,FSlin,ROPE,0.01,False,True,True,ID,-7.411,0.149,-0.069,0.202
2,0.2,10,mean,observed,FSlin,ROPE,0.01,False,True,True,LS,-7.355,0.143,0.013,0.197
0,0.2,10,mean,observed,FSlin,ROPE,0.01,False,True,False,LT,-0.978,0.072,-0.222,0.217
1,0.2,10,mean,observed,FSlin,ROPE,0.01,False,True,False,ID,-2.56,0.096,-0.316,0.224
2,0.2,10,mean,observed,FSlin,ROPE,0.01,False,True,False,LS,-1.068,0.074,-0.27,0.22
0,0.2,10,mean,observed,FSlin,ROPE,0.01,False,False,True,LT,-10.497,0.172,-0.168,0.212
1,0.2,10,mean,observed,FSlin,ROPE,0.01,False,False,True,ID,-9.362,0.166,-0.098,0.202
2,0.2,10,mean,observed,FSlin,ROPE,0.01,False,False,True,LS,-9.569,0.166,-0.136,0.208
0,0.2,10,mean,observed,FSlin,ROPE,0.01,False,False,False,LT,-1.342,0.077,-0.166,0.213
1,0.2,10,mean,observed,FSlin,ROPE,0.01,False,False,False,ID,-2.706,0.095,-0.28,0.218
2,0.2,10,mean,observed,FSlin,ROPE,0.01,False,False,False,LS,-1.334,0.078,-0.194,0.214
0,0.2,10,mean,observed,FSlin,ROPE,0.07,True,True,True,LT,-9.797,0.165,0.091,0.186
1,0.2,10,mean,observed,FSlin,ROPE,0.07,True,True,True,ID,-7.888,0.154,0.122,0.181
2,0.2,10,mean,observed,FSlin,ROPE,0.07,True,True,True,LS,-9.316,0.158,0.13,0.182
0,0.2,10,mean,observed,FSlin,ROPE,0.07,True,True,False,LT,-1.579,0.084,-0.056,0.196
1,0.2,10,mean,observed,FSlin,ROPE,0.07,True,True,False,ID,-2.588,0.097,-0.09,0.206
2,0.2,10,mean,observed,FSlin,ROPE,0.07,True,True,False,LS,-1.565,0.084,-0.082,0.198
0,0.2,10,mean,observed,FSlin,ROPE,0.07,True,False,True,LT,-9.163,0.164,0.01,0.193
1,0.2,10,mean,observed,FSlin,ROPE,0.07,True,False,True,ID,-9.573,0.166,-0.046,0.196
2,0.2,10,mean,observed,FSlin,ROPE,0.07,True,False,True,LS,-8.414,0.158,0.044,0.19
0,0.2,10,mean,observed,FSlin,ROPE,0.07,True,False,False,LT,-0.47,0.061,0.085,0.19
1,0.2,10,mean,observed,FSlin,ROPE,0.07,True,False,False,ID,-1.727,0.086,-0.014,0.196
2,0.2,10,mean,observed,FSlin,ROPE,0.07,True,False,False,LS,-0.401,0.06,0.071,0.194
0,0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,True,LT,-12.269,0.183,-0.154,0.21
1,0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,True,ID,-10.553,0.173,-0.116,0.205
2,0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,True,LS,-11.553,0.176,-0.103,0.206
0,0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,False,LT,-0.891,0.071,-0.182,0.208
1,0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,False,ID,-2.21,0.091,-0.302,0.22
2,0.2,10,mean,observed,FSlin,ROPE,0.07,False,True,False,LS,-0.855,0.071,-0.222,0.211
0,0.2,10,mean,observed,FSlin,ROPE,0.07,False,False,True,LT,-14.189,0.194,-0.162,0.212
1,0.2,10,mean,observed,FSlin,ROPE,0.07,False,False,True,ID,-13.337,0.192,-0.143,0.206
2,0.2,10,mean,observed,FSlin,ROPE,0.07,False,False,True,LS,-13.324,0.189,-0.129,0.208
0,0.2,10,mean,observed,FSlin,ROPE,0.07,False,False,False,LT,-0.757,0.068,-0.24,0.221
1,0.2,10,mean,observed,FSlin,ROPE,0.07,False,False,False,ID,-1.882,0.084,-0.313,0.224
2,0.2,10,mean,observed,FSlin,ROPE,0.07,False,False,False,LS,-0.82,0.07,-0.297,0.224
0,0.2,10,mean,observed,FSlin,ROPE,0.2,True,True,True,LT,-15.285,0.206,-0.296,0.216
1,0.2,10,mean,observed,FSlin,ROPE,0.2,True,True,True,ID,-12.863,0.194,-0.163,0.2
2,0.2,10,mean,observed,FSlin,ROPE,0.2,True,True,True,LS,-14.576,0.201,-0.246,0.212
0,0.2,10,mean,observed,FSlin,ROPE,0.2,True,True,False,LT,-1.424,0.078,-0.15,0.211
1,0.2,10,mean,observed,FSlin,ROPE,0.2,True,True,False,ID,-2.726,0.1,-0.288,0.22
2,0.2,10,mean,observed,FSlin,ROPE,0.2,True,True,False,LS,-1.396,0.078,-0.169,0.213
0,0.2,10,mean,observed,FSlin,ROPE,0.2,True,False,True,LT,-16.109,0.208,-0.176,0.212
1,0.2,10,mean,observed,FSlin,ROPE,0.2,True,False,True,ID,-12.817,0.188,-0.143,0.204
2,0.2,10,mean,observed,FSlin,ROPE,0.2,True,False,True,LS,-15.072,0.204,-0.119,0.204
0,0.2,10,mean,observed,FSlin,ROPE,0.2,True,False,False,LT,-0.802,0.068,-0.225,0.219
1,0.2,10,mean,observed,FSlin,ROPE,0.2,True,False,False,ID,-2.274,0.091,-0.347,0.226
2,0.2,10,mean,observed,FSlin,ROPE,0.2,True,False,False,LS,-0.954,0.07,-0.29,0.22
0,0.2,10,mean,observed,FSlin,ROPE,0.2,False,True,True,LT,-16.825,0.22,-0.549,0.237
1,0.2,10,mean,observed,FSlin,ROPE,0.2,False,True,True,ID,-14.586,0.21,-0.466,0.234
2,0.2,10,mean,observed,FSlin,ROPE,0.2,False,True,True,LS,-16.294,0.216,-0.501,0.234
0,0.2,10,mean,observed,FSlin,ROPE,0.2,False,True,False,LT,-1.006,0.071,-0.142,0.208
1,0.2,10,mean,observed,FSlin,ROPE,0.2,False,True,False,ID,-2.064,0.089,-0.175,0.214
2,0.2,10,mean,observed,FSlin,ROPE,0.2,False,True,False,LS,-1.021,0.072,-0.182,0.208
0,0.2,10,mean,observed,FSlin,ROPE,0.2,False,False,True,LT,-16.7,0.21,-0.406,0.221
1,0.2,10,mean,observed,FSlin,ROPE,0.2,False,False,True,ID,-12.954,0.194,-0.223,0.209
2,0.2,10,mean,observed,FSlin,ROPE,0.2,False,False,True,LS,-16.274,0.206,-0.384,0.218
0,0.2,10,mean,observed,FSlin,ROPE,0.2,False,False,False,LT,-1.462,0.082,-0.208,0.22
1,0.2,10,mean,observed,FSlin,ROPE,0.2,False,False,False,ID,-2.564,0.096,-0.304,0.223
2,0.2,10,mean,observed,FSlin,ROPE,0.2,False,False,False,LS,-1.46,0.083,-0.26,0.222
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,LT,-12.24,0.186,0.269,0.162
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,ID,-12.042,0.18,0.304,0.161
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,True,True,LS,-12.327,0.185,0.21,0.168
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,LT,-12.24,0.186,0.269,0.162
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,ID,-12.042,0.18,0.304,0.161
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,True,False,LS,-12.327,0.185,0.21,0.168
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,LT,-12.24,0.186,0.269,0.162
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,ID,-12.042,0.18,0.304,0.161
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,False,True,LS,-12.327,0.185,0.21,0.168
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,LT,-12.24,0.186,0.269,0.162
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,ID,-12.042,0.18,0.304,0.161
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,True,False,False,LS,-12.327,0.185,0.21,0.168
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,LT,-12.823,0.192,0.144,0.181
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,ID,-13.244,0.19,0.162,0.181
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,True,True,LS,-12.896,0.194,0.085,0.188
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,LT,-12.823,0.192,0.144,0.181
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,ID,-13.244,0.19,0.162,0.181
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,True,False,LS,-12.896,0.194,0.085,0.188
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LT,-12.823,0.192,0.144,0.181
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,ID,-13.244,0.19,0.162,0.181
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LS,-12.896,0.194,0.085,0.188
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LT,-12.823,0.192,0.144,0.181
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,ID,-13.244,0.19,0.162,0.181
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LS,-12.896,0.194,0.085,0.188
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LT,-15.15,0.202,0.827,0.079
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,ID,-12.674,0.187,0.948,0.042
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LS,-15.045,0.202,0.823,0.079
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LT,-15.15,0.202,0.827,0.079
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,ID,-12.674,0.187,0.948,0.042
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LS,-15.045,0.202,0.823,0.079
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LT,-15.15,0.202,0.827,0.079
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,ID,-12.674,0.187,0.948,0.042
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LS,-15.045,0.202,0.823,0.079
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LT,-15.15,0.202,0.827,0.079
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,ID,-12.674,0.187,0.948,0.042
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LS,-15.045,0.202,0.823,0.079
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LT,-14.481,0.197,0.822,0.08
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,ID,-11.564,0.178,0.941,0.046
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LS,-14.292,0.194,0.817,0.081
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LT,-14.481,0.197,0.822,0.08
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,ID,-11.564,0.178,0.941,0.046
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LS,-14.292,0.194,0.817,0.081
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LT,-14.481,0.197,0.822,0.08
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,ID,-11.564,0.178,0.941,0.046
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LS,-14.292,0.194,0.817,0.081
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LT,-14.481,0.197,0.822,0.08
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,ID,-11.564,0.178,0.941,0.046
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LS,-14.292,0.194,0.817,0.081
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LT,-16.266,0.208,0.74,0.093
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,ID,-14.444,0.195,0.873,0.067
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LS,-16.205,0.207,0.738,0.092
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LT,-16.266,0.208,0.74,0.093
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,ID,-14.444,0.195,0.873,0.067
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LS,-16.205,0.207,0.738,0.092
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LT,-16.266,0.208,0.74,0.093
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,ID,-14.444,0.195,0.873,0.067
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LS,-16.205,0.207,0.738,0.092
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LT,-16.266,0.208,0.74,0.093
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,ID,-14.444,0.195,0.873,0.067
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LS,-16.205,0.207,0.738,0.092
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LT,-15.594,0.203,0.788,0.084
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,ID,-13.418,0.191,0.929,0.051
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LS,-15.482,0.202,0.794,0.084
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LT,-15.594,0.203,0.788,0.084
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,ID,-13.418,0.191,0.929,0.051
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LS,-15.482,0.202,0.794,0.084
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LT,-15.594,0.203,0.788,0.084
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,ID,-13.418,0.191,0.929,0.051
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LS,-15.482,0.202,0.794,0.084
0,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LT,-15.594,0.203,0.788,0.084
1,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,ID,-13.418,0.191,0.929,0.051
2,0.2,10,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LS,-15.482,0.202,0.794,0.084
0,0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,True,False,LT,-1.263,0.075,-0.133,0.208
1,0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,True,False,ID,-1.961,0.082,-0.176,0.213
2,0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,True,False,LS,-1.346,0.078,-0.186,0.21
0,0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,False,False,LT,-2.922,0.096,-0.388,0.232
1,0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,False,False,ID,-3.6,0.106,-0.412,0.234
2,0.2,10,mean,log-defined,FSeq,ROPE,0.01,True,False,False,LS,-2.912,0.098,-0.438,0.235
0,0.2,10,mean,log-defined,FSeq,ROPE,0.01,False,True,False,LT,-4.227,0.113,-0.364,0.226
1,0.2,10,mean,log-defined,FSeq,ROPE,0.01,False,True,False,ID,-3.846,0.108,-0.31,0.224
2,0.2,10,mean,log-defined,FSeq,ROPE,0.01,False,True,False,LS,-4.168,0.111,-0.37,0.226
0,0.2,10,mean,log-defined,FSeq,ROPE,0.01,False,False,False,LT,-2.069,0.085,-0.311,0.218
1,0.2,10,mean,log-defined,FSeq,ROPE,0.01,False,False,False,ID,-3.598,0.104,-0.462,0.228
2,0.2,10,mean,log-defined,FSeq,ROPE,0.01,False,False,False,LS,-2.056,0.085,-0.34,0.22
0,0.2,10,mean,log-defined,FSeq,ROPE,0.07,True,True,False,LT,-3.255,0.106,-0.823,0.254
1,0.2,10,mean,log-defined,FSeq,ROPE,0.07,True,True,False,ID,-4.021,0.114,-0.869,0.254
2,0.2,10,mean,log-defined,FSeq,ROPE,0.07,True,True,False,LS,-3.18,0.105,-0.838,0.254
0,0.2,10,mean,log-defined,FSeq,ROPE,0.07,True,False,False,LT,-2.07,0.088,-0.222,0.222
1,0.2,10,mean,log-defined,FSeq,ROPE,0.07,True,False,False,ID,-2.208,0.088,-0.256,0.219
2,0.2,10,mean,log-defined,FSeq,ROPE,0.07,True,False,False,LS,-1.965,0.086,-0.26,0.223
0,0.2,10,mean,log-defined,FSeq,ROPE,0.07,False,True,False,LT,-3.343,0.106,-0.324,0.227
1,0.2,10,mean,log-defined,FSeq,ROPE,0.07,False,True,False,ID,-4.003,0.112,-0.272,0.224
2,0.2,10,mean,log-defined,FSeq,ROPE,0.07,False,True,False,LS,-3.375,0.105,-0.362,0.23
