,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,True,False,True,LS,-7.616,0.255,-1.542,0.306
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,True,False,True,LT,-7.396,0.254,0.078,0.165
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,True,False,True,ID,-9.414,0.289,0.917,0.05
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,True,False,True,LS,-7.616,0.255,0.343,0.136
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,True,False,False,LT,-7.396,0.254,0.078,0.165
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,True,False,False,ID,-9.414,0.289,0.917,0.05
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,True,False,False,LS,-7.616,0.255,0.343,0.136
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,True,False,False,LT,-7.396,0.254,0.078,0.165
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,True,False,False,ID,-9.414,0.289,0.917,0.05
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,True,False,False,LS,-7.616,0.255,0.343,0.136
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,True,True,LT,-7.146,0.245,-2.117,0.322
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,True,True,ID,-11.67,0.303,-2.71,0.366
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,True,True,LS,-8.672,0.266,-2.348,0.339
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,True,True,LT,-7.146,0.245,0.36,0.139
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,True,True,ID,-11.67,0.303,0.4,0.128
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,True,True,LS,-8.672,0.266,0.25,0.152
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,True,False,LT,-7.146,0.245,0.36,0.139
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,True,False,ID,-11.67,0.303,0.4,0.128
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,True,False,LS,-8.672,0.266,0.25,0.152
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,True,False,LT,-7.146,0.245,0.36,0.139
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,True,False,ID,-11.67,0.303,0.4,0.128
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,True,False,LS,-8.672,0.266,0.25,0.152
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,False,True,LT,-7.146,0.245,-2.117,0.322
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.67,0.303,-2.71,0.366
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,False,True,LS,-8.672,0.266,-2.348,0.339
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,False,True,LT,-7.146,0.245,0.36,0.139
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.67,0.303,0.4,0.128
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,False,True,LS,-8.672,0.266,0.25,0.152
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,False,False,LT,-7.146,0.245,0.36,0.139
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,False,False,ID,-11.67,0.303,0.4,0.128
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.01,False,False,False,LS,-8.672,0.266,0.25,0.152
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,False,False,LT,-7.146,0.245,0.36,0.139
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,False,False,ID,-11.67,0.303,0.4,0.128
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.01,False,False,False,LS,-8.672,0.266,0.25,0.152
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,True,True,LT,-7.573,0.256,-1.461,0.298
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,True,True,ID,-9.683,0.29,-1.892,0.326
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,True,True,LS,-7.441,0.253,-1.536,0.3
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,True,True,LT,-7.573,0.256,0.06,0.168
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,True,True,ID,-9.683,0.29,0.876,0.061
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,True,True,LS,-7.441,0.253,0.342,0.139
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,True,False,LT,-7.573,0.256,0.06,0.168
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,True,False,ID,-9.683,0.29,0.876,0.061
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,True,False,LS,-7.441,0.253,0.342,0.139
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,True,False,LT,-7.573,0.256,0.06,0.168
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,True,False,ID,-9.683,0.29,0.876,0.061
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,True,False,LS,-7.441,0.253,0.342,0.139
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,False,True,LT,-7.573,0.256,-1.461,0.298
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.683,0.29,-1.892,0.326
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.441,0.253,-1.536,0.3
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,False,True,LT,-7.573,0.256,0.06,0.168
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.683,0.29,0.876,0.061
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.441,0.253,0.342,0.139
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,False,False,LT,-7.573,0.256,0.06,0.168
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.683,0.29,0.876,0.061
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.441,0.253,0.342,0.139
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,False,False,LT,-7.573,0.256,0.06,0.168
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.683,0.29,0.876,0.061
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.441,0.253,0.342,0.139
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,True,True,LT,-5.978,0.229,-1.381,0.292
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,True,True,ID,-9.27,0.274,-1.946,0.325
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.51,0.235,-1.539,0.3
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,True,True,LT,-5.978,0.229,0.302,0.143
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,True,True,ID,-9.27,0.274,0.998,0.007
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.51,0.235,0.523,0.115
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,True,False,LT,-5.978,0.229,0.302,0.143
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,True,False,ID,-9.27,0.274,0.998,0.007
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,True,False,LS,-6.51,0.235,0.523,0.115
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,True,False,LT,-5.978,0.229,0.302,0.143
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,True,False,ID,-9.27,0.274,0.998,0.007
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,True,False,LS,-6.51,0.235,0.523,0.115
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,False,True,LT,-5.978,0.229,-1.381,0.292
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,False,True,ID,-9.27,0.274,-1.946,0.325
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,False,True,LS,-6.51,0.235,-1.539,0.3
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,False,True,LT,-5.978,0.229,0.302,0.143
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,False,True,ID,-9.27,0.274,0.998,0.007
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,False,True,LS,-6.51,0.235,0.523,0.115
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,False,False,LT,-5.978,0.229,0.302,0.143
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,False,False,ID,-9.27,0.274,0.998,0.007
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.07,False,False,False,LS,-6.51,0.235,0.523,0.115
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,False,False,LT,-5.978,0.229,0.302,0.143
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,False,False,ID,-9.27,0.274,0.998,0.007
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.07,False,False,False,LS,-6.51,0.235,0.523,0.115
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,True,True,LT,-7.613,0.254,-1.42,0.299
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.63,0.286,-1.839,0.326
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.432,0.252,-1.515,0.303
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,True,True,LT,-7.613,0.254,0.107,0.165
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.63,0.286,0.863,0.062
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.432,0.252,0.396,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,True,False,LT,-7.613,0.254,0.107,0.165
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.63,0.286,0.863,0.062
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.432,0.252,0.396,0.134
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,True,False,LT,-7.613,0.254,0.107,0.165
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.63,0.286,0.863,0.062
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.432,0.252,0.396,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,False,True,LT,-7.613,0.254,-1.42,0.299
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.63,0.286,-1.839,0.326
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.432,0.252,-1.515,0.303
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,False,True,LT,-7.613,0.254,0.107,0.165
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.63,0.286,0.863,0.062
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.432,0.252,0.396,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,False,False,LT,-7.613,0.254,0.107,0.165
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.63,0.286,0.863,0.062
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.432,0.252,0.396,0.134
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,False,False,LT,-7.613,0.254,0.107,0.165
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.63,0.286,0.863,0.062
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.432,0.252,0.396,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,True,True,LT,-6.123,0.227,-1.302,0.285
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,True,True,ID,-8.843,0.268,-1.781,0.322
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.416,0.236,-1.446,0.293
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,True,True,LT,-6.123,0.227,0.226,0.155
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,True,True,ID,-8.843,0.268,0.957,0.036
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.416,0.236,0.499,0.123
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,True,False,LT,-6.123,0.227,0.226,0.155
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,True,False,ID,-8.843,0.268,0.957,0.036
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,True,False,LS,-6.416,0.236,0.499,0.123
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,True,False,LT,-6.123,0.227,0.226,0.155
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,True,False,ID,-8.843,0.268,0.957,0.036
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,True,False,LS,-6.416,0.236,0.499,0.123
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,False,True,LT,-6.123,0.227,-1.302,0.285
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,False,True,ID,-8.843,0.268,-1.781,0.322
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,False,True,LS,-6.416,0.236,-1.446,0.293
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,False,True,LT,-6.123,0.227,0.226,0.155
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,False,True,ID,-8.843,0.268,0.957,0.036
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,False,True,LS,-6.416,0.236,0.499,0.123
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,False,False,LT,-6.123,0.227,0.226,0.155
2,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,False,False,ID,-8.843,0.268,0.957,0.036
3,0.3,30.0,closest,observed,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.416,0.236,0.499,0.123
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,False,False,LT,-6.123,0.227,0.226,0.155
6,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,False,False,ID,-8.843,0.268,0.957,0.036
7,0.3,30.0,closest,Observed,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.416,0.236,0.499,0.123
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,True,True,LT,-2.917,0.178,-0.66,0.245
2,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,True,True,ID,-5.428,0.22,-0.911,0.264
3,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,True,True,LS,-2.071,0.154,-0.533,0.234
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,True,True,LT,-2.917,0.178,-0.954,0.242
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,True,True,ID,-5.428,0.22,-0.128,0.183
7,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,True,True,LS,-2.071,0.154,-0.172,0.189
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,True,False,LT,-4.744,0.213,0.153,0.16
2,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,True,False,ID,-8.342,0.266,0.79,0.082
3,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,True,False,LS,-6.075,0.235,0.462,0.128
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,True,False,LT,-4.744,0.213,0.153,0.16
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,True,False,ID,-8.342,0.266,0.79,0.082
7,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,True,False,LS,-6.075,0.235,0.462,0.128
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,False,True,LT,-2.734,0.169,-0.748,0.26
2,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,False,True,ID,-4.693,0.214,-1.062,0.277
3,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,False,True,LS,-1.795,0.15,-0.688,0.25
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,False,True,LT,-2.734,0.169,-1.09,0.25
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,False,True,ID,-4.693,0.214,-0.196,0.19
7,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,False,True,LS,-1.795,0.15,-0.342,0.202
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,False,False,LT,-4.834,0.215,0.111,0.163
2,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,False,False,ID,-8.516,0.268,0.75,0.086
3,0.3,30.0,closest,observed,FSeq,ROPE,0.01,True,False,False,LS,-6.351,0.236,0.446,0.129
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,False,False,LT,-4.834,0.215,0.111,0.163
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,False,False,ID,-8.516,0.268,0.75,0.086
7,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,True,False,False,LS,-6.351,0.236,0.446,0.129
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,True,True,LT,-1.99,0.15,-0.363,0.224
2,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,True,True,ID,-4.085,0.196,-0.617,0.247
3,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,True,True,LS,-1.168,0.128,-0.256,0.215
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,True,True,LT,-1.99,0.15,-1.086,0.246
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,True,True,ID,-4.085,0.196,-0.23,0.19
7,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,True,True,LS,-1.168,0.128,-0.332,0.202
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,True,False,LT,-5.241,0.214,0.309,0.14
2,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,True,False,ID,-8.685,0.265,0.811,0.074
3,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,True,False,LS,-6.9,0.238,0.548,0.113
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,True,False,LT,-5.241,0.214,0.309,0.14
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,True,False,ID,-8.685,0.265,0.811,0.074
7,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,True,False,LS,-6.9,0.238,0.548,0.113
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,False,True,LT,-1.808,0.152,-0.558,0.24
2,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,False,True,ID,-4.094,0.198,-0.824,0.268
3,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,False,True,LS,-1.309,0.134,-0.54,0.236
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,False,True,LT,-1.808,0.152,-0.9,0.234
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,False,True,ID,-4.094,0.198,0.02,0.169
7,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,False,True,LS,-1.309,0.134,-0.204,0.186
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,False,False,LT,-4.229,0.196,0.19,0.154
2,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,False,False,ID,-7.623,0.254,0.817,0.073
3,0.3,30.0,closest,observed,FSeq,ROPE,0.01,False,False,False,LS,-5.74,0.222,0.444,0.126
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,False,False,LT,-4.229,0.196,0.19,0.154
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,False,False,ID,-7.623,0.254,0.817,0.073
7,0.3,30.0,closest,Observed,FSeq,ROPE,0.01,False,False,False,LS,-5.74,0.222,0.444,0.126
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.3,30.0,closest,observed,FSeq,ROPE,0.07,True,True,True,LT,-3.673,0.19,-0.865,0.269
2,0.3,30.0,closest,observed,FSeq,ROPE,0.07,True,True,True,ID,-5.975,0.234,-1.214,0.288
3,0.3,30.0,closest,observed,FSeq,ROPE,0.07,True,True,True,LS,-2.84,0.172,-0.786,0.26
4,=======,,,,,,,,,,,,,,
5,0.3,30.0,closest,Observed,FSeq,ROPE,0.07,True,True,True,LT,-3.673,0.19,-1.0,0.242
6,0.3,30.0,closest,Observed,FSeq,ROPE,0.07,True,True,True,ID,-5.975,0.234,-0.281,0.19
